company_id,name,search_rating,review_count,overall_rating,복지/급여,워라밸,사내문화,승진 기회,경영진,기업 추천율,CEO 지지율,성장 가능성,검색기업명
284667,오주엔지니어링(주),2.1,7,2.1,1.9,1.9,2.1,2.0,1.7,14%,14%,14%,오주엔지니어링
337181,(주)시몬느액세서리컬렉션,2.3,100,2.3,2.7,1.9,2.1,2.5,2.0,15%,43%,5%,시몬느액세서리컬렉션
184849,한국산지보전협회,3.5,32,3.5,3.0,3.7,3.3,2.3,2.8,66%,56%,16%,지보
245556,한길전기(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,한길전기
320338,춘천에너지(주),2.2,10,2.2,2.1,3.1,2.4,2.5,1.7,30%,30%,0%,춘천에너지
458617,정원건설(주),1.0,2,1.0,1.0,2.5,1.5,1.0,1.0,0%,0%,0%,정원건설
221360,코레이트자산운용(주),2.8,29,2.8,2.3,3.9,2.7,2.7,2.3,38%,41%,3%,코레이트자산운용
424683,(재)대구경북디자인진흥원,1.0,1,1.0,1.0,3.0,1.0,1.0,1.0,100%,100%,0%,대구경북디자인진흥원
453153,(주)셀로스바이오텍,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,셀로스바이오텍
219480,세일산업개발(주),5.0,1,5.0,5.0,5.0,4.0,5.0,5.0,100%,100%,0%,세일산업개발
284911,에코조인(주),2.1,9,2.1,1.6,2.7,1.6,2.1,1.4,11%,0%,0%,에코조인
11332,제일사료(주),3.5,56,3.5,2.9,2.7,3.1,3.2,2.8,50%,57%,20%,천하제일
209304,현우공영티엔에스(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,현우공영
351949,(주)이노매틱,4.0,2,4.0,3.0,3.5,4.5,4.0,4.5,100%,100%,100%,이노매틱
122944,(주)무주덕유산리조트,3.4,122,3.4,3.1,2.9,3.2,2.7,2.7,54%,52%,4%,무주덕유산리조트
264056,금아금속(주),1.8,12,1.8,1.6,1.6,2.1,1.9,1.6,8%,17%,8%,금아금속
376218,도코다카오카코리아(주),2.7,22,2.7,2.0,3.2,2.8,2.6,1.8,32%,23%,32%,도코다카오카코리아
21830,안셀코리아(주),2.9,19,2.9,2.7,3.6,2.8,2.8,2.2,21%,47%,11%,안셀코리아
172190,화성엔지니어링(주),2.4,50,2.4,2.1,3.0,2.6,2.2,2.2,24%,38%,14%,화성엔지니어링
69104,씨앤에스국제물류센터,2.5,2,2.5,2.0,5.0,2.5,4.0,1.5,50%,50%,0%,씨앤에스국제물류센터
73683,(주)삼육오엠씨네트웍스,2.4,130,2.4,2.6,2.3,2.2,2.4,2.2,26%,58%,22%,엠씨네
379331,(주)라훔나노테크,3.0,1,3.0,2.0,2.0,1.0,4.0,3.0,0%,100%,0%,라훔나노테크
285302,(주)아이쿼드,3.1,7,3.1,3.3,3.6,2.9,3.3,3.3,43%,43%,43%,아이쿼드
434448,(주)내포기술,3.0,1,3.0,2.0,1.0,1.0,2.0,2.0,0%,0%,0%,내포기술
271609,도시공영(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,도시공영
408236,(주)조현시스템,1.7,3,1.7,1.0,1.0,1.0,1.3,1.0,0%,0%,0%,조현시스템
46858,(자)동명식품,1.9,12,1.9,2.2,2.2,2.0,2.2,1.9,33%,33%,33%,동명식품
375741,디에스이테크(주),2.1,15,2.1,1.9,3.5,2.3,1.8,1.7,13%,20%,7%,디에스이테크
24538,신송식품(주),2.1,104,2.1,2.1,2.1,1.8,2.0,1.9,14%,18%,2%,신송식품
139070,한국재난연구원(재),2.0,24,2.0,2.0,2.0,1.7,2.3,1.7,25%,21%,13%,한국재난연구원
55964,조현디자인,2.8,4,2.8,2.3,2.5,2.5,3.3,2.0,0%,50%,0%,현디자인
271396,디지탈와이드칼라(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,디지탈와이드칼라
128147,이수개발(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,이수개발
335761,(주)스몰머신즈,2.3,26,2.3,2.1,2.1,2.5,2.6,2.2,31%,38%,23%,스몰머신즈
262320,우림이앤씨(주),2.8,5,2.8,2.2,2.6,2.2,2.6,2.4,20%,40%,0%,우림이앤씨
182781,홈텍코리아(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,홈텍코리아
292857,용화전기통신(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,용화전기통신
218879,약봉영농조합법인,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,약봉영농조합법인
142052,데코엔지니어링(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,데코엔지니어링
230093,효경엔지니어링(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,효경엔지니어링
33561,미래이엔지,1.5,2,1.5,1.5,2.0,2.0,2.5,1.5,0%,0%,0%,미래이엔지
233236,동일테크(주),3.2,10,3.2,2.5,2.5,2.7,3.4,2.3,20%,30%,10%,동일테크
4474,(주)수산아이앤티,2.9,74,2.9,2.7,3.7,2.8,2.6,2.4,43%,44%,15%,수산아이앤티
185906,디아이텍(주),2.0,1,2.0,1.0,4.0,1.0,1.0,1.0,0%,0%,0%,디아이텍
57460,(주)일진글로벌홀딩스,3.1,734,3.1,3.1,2.7,2.7,3.3,2.6,40%,42%,49%,글로벌홀딩스
181031,화인산업(주),1.8,24,1.8,1.7,1.4,1.5,1.6,1.6,8%,13%,8%,화인산업
90792,유닉스코리아(주),2.2,19,2.2,1.8,1.6,2.2,2.5,1.6,5%,11%,5%,유닉스코리아
397120,인천기계공업고등학교,3.0,1,3.0,3.0,2.0,3.0,2.0,3.0,0%,100%,100%,인천기계
344271,파인아시아자산운용(주),1.2,5,1.2,2.0,2.6,2.2,1.6,1.2,0%,0%,0%,파인아시아자산운용
57140,저스틴비디앤엘,1.0,1,1.0,1.0,1.0,1.0,3.0,1.0,0%,0%,0%,저스틴비디앤엘
141597,아산종합건축사사무소(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,아산종합건축사사무소
107225,진성페이퍼(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,진성페이퍼
403762,(주)유니온트리,2.7,3,2.7,1.7,3.7,1.7,1.7,2.3,33%,33%,33%,유니온트리
270904,(사)한국대학사회봉사협의회,1.7,64,1.7,2.1,1.8,1.8,1.6,1.4,8%,10%,0%,한국대학사회봉사협의회
200730,대한민국재향군인회,2.5,2,2.5,3.5,4.0,2.0,2.0,1.5,50%,0%,0%,대한민국재향군인회
205020,(주)이지닉스,2.4,61,2.4,2.5,2.1,2.2,2.9,2.1,28%,37%,23%,지닉스
168881,대창식품(주),3.0,1,3.0,3.0,3.0,2.0,3.0,2.0,0%,100%,0%,대창식품
120651,(주)삼보아트,3.0,5,3.0,2.6,3.8,3.0,3.4,2.8,40%,20%,20%,삼보아트
7513,케이지에코솔루션(주),2.8,42,2.8,2.6,3.0,2.5,2.3,1.9,24%,32%,14%,에코솔루션
387177,(주)베루스디자인,2.2,16,2.2,2.1,2.5,2.3,2.3,1.9,19%,38%,6%,루스디자인
118562,골든벨통상(주),2.2,9,2.2,2.2,3.2,2.0,2.8,2.0,33%,33%,22%,골든벨통상
74722,비에스지파트너스(주),2.8,160,2.8,2.0,3.0,3.0,3.2,2.3,43%,45%,22%,비에스지
292092,마이다스시스템(주),2.4,5,2.4,2.0,3.8,1.8,2.0,2.0,0%,0%,0%,마이다스시스템
435485,(주)흥인이엔씨건축사사무소,4.0,1,4.0,3.0,2.0,5.0,3.0,3.0,100%,100%,100%,흥인이엔씨건축사사무소
216211,기림공업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,기림공업
371492,(주)베스트비프,4.0,5,4.0,3.2,3.2,3.6,3.6,2.6,20%,60%,20%,베스트비
115405,티원산업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,티원산업
134032,(주)이노메디텍,1.8,4,1.8,2.0,1.8,1.8,2.3,2.5,25%,33%,0%,이노메디텍
101048,도원닷컴(주),2.0,1,2.0,1.0,4.0,2.0,2.0,2.0,0%,0%,0%,도원닷컴
67141,아피스전자(주),2.7,3,2.7,2.3,4.7,3.0,3.7,3.3,0%,100%,0%,아피스전자
368701,(주)좋은날지디기획,5.0,2,5.0,4.5,4.5,5.0,5.0,5.0,100%,100%,100%,좋은날지디기획
97443,씨포스트(주),2.7,15,2.7,1.9,1.9,2.6,2.7,2.5,27%,40%,13%,씨포스트
105523,대전도시환경산업광산기업(주),2.0,1,2.0,3.0,2.0,3.0,3.0,3.0,100%,100%,100%,대전도시환경산업광산기업
284030,성림조경건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,성림조경건설
252135,(주)다솜인터내셔널,3.0,8,3.0,2.5,4.3,3.4,3.1,3.0,50%,63%,13%,다솜인터내셔널
381310,(주)더도니,2.8,8,2.8,2.8,3.6,3.8,3.3,2.4,13%,38%,13%,더도니
148783,(주)디디고,2.7,27,2.7,2.2,3.2,2.4,2.4,2.2,11%,29%,7%,디디고
393002,인포그랩(유),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,인포그랩
112148,영성종합건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,영성종합건설
452273,키담(주),1.5,2,1.5,1.5,1.0,2.0,1.0,1.5,0%,0%,0%,키담
357458,농업회사법인(주)가고파힐링푸드,3.0,4,3.0,2.3,3.0,2.8,2.3,2.0,25%,25%,25%,힐링푸드
150229,순천교통(자),1.7,3,1.7,1.0,2.0,1.7,2.3,1.0,33%,33%,0%,순천교통
212362,화니핀코리아(주),1.6,14,1.6,1.2,2.1,1.6,1.8,1.4,0%,7%,7%,화니핀코리아
366519,(주)디버스코리아,3.0,2,3.0,2.0,4.0,3.0,3.0,2.5,0%,50%,0%,디버스
226303,한독전기산업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,한독전기산업
16285,우지막코리아(주),2.4,14,2.4,2.0,2.4,2.5,2.6,2.1,21%,21%,7%,우지막코리아
163419,한국콤프에어(주),4.5,2,4.5,4.5,4.5,4.5,4.5,4.5,100%,100%,100%,한국콤프에어
22372,아이에스테크놀로지(주),2.5,62,2.5,2.2,2.7,2.5,2.2,1.8,26%,26%,11%,아이에스테크
86759,가온감정평가법인(주),2.1,63,2.1,1.7,2.8,2.4,2.1,1.9,13%,35%,2%,가온감정평가법인
412272,(주)어반쉐이드,3.0,1,3.0,3.0,3.0,3.0,3.0,2.0,0%,0%,0%,어반쉐이드
64274,(주)엔이에스,2.0,68,2.0,1.7,2.1,2.1,2.1,1.6,10%,14%,3%,엔이에스
272610,한솔이엔에스(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,한솔이엔에스
99116,(주)푸드나무,2.3,431,2.3,2.1,2.2,2.1,2.5,2.1,21%,42%,25%,나무
326549,(주)디와이엠솔루션,2.6,28,2.6,2.3,2.6,2.6,3.0,2.0,25%,32%,25%,이엠솔루션
58920,(주)이셀러스,2.8,45,2.8,2.6,3.4,3.0,2.9,2.3,27%,37%,22%,셀러스
93413,라인테크놀로지(주),3.5,2,3.5,3.5,3.5,3.0,4.0,4.0,50%,100%,100%,라인테크놀로지
196444,레파엔지니어링(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,레파엔지니어링
99386,삼우엠씨피(주),2.0,28,2.0,2.1,2.3,1.8,2.0,1.9,14%,36%,11%,삼우엠씨피
238204,성흥종합건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,성흥종합건설
430770,자연담아,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,자연담
250470,대세산업(주),2.5,8,2.5,2.3,2.4,1.8,2.1,2.3,38%,50%,13%,대세산업
86950,(주)동아사이언스,2.6,202,2.6,2.5,3.4,2.8,2.5,1.8,34%,22%,7%,동아사이언스
262007,(주)아이엠티브이,3.0,22,3.0,2.3,2.0,2.8,2.8,2.5,27%,42%,14%,엠티브이
363732,남양아이티에스(주),2.3,3,2.3,2.0,2.3,1.7,2.0,2.0,0%,0%,0%,남양아이티에스
8753,천일여객(주),2.2,27,2.2,1.9,2.8,2.0,1.9,1.7,0%,19%,0%,천일여객
202104,세운설비(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,세운설비
82431,대덕기술,3.0,3,3.0,3.0,1.3,1.7,2.3,2.3,33%,33%,33%,대덕기술
144111,(주)유니팩코리아,3.3,13,3.3,3.1,4.2,4.2,3.8,3.3,54%,62%,38%,유니팩
177432,유탑건설(주),2.8,51,2.8,2.6,2.6,2.6,2.9,2.3,31%,37%,14%,유탑건설
227410,삼성의료설비(주),2.8,5,2.8,2.8,3.0,3.0,2.8,2.6,20%,20%,0%,삼성의료설비
110655,대흥환경엔지니어링(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대흥환경엔지니어링
207440,윤성어패럴(주),2.0,1,2.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,윤성어패럴
124371,케이비푸드(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,케이비푸드
121408,동국테크(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,동국테크
154339,호남석회공업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,호남석회공업
113287,광명특수인쇄(주),2.5,4,2.5,2.0,3.5,2.0,2.0,2.0,25%,25%,0%,광명특수인쇄
261251,진성엘엔엘(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,진성엘엔엘
70080,신성플랜트,2.0,2,2.0,2.0,2.0,2.0,2.0,1.5,0%,0%,0%,신성플랜트
393889,관세법인커스앤,2.0,6,2.0,2.0,2.0,1.8,2.2,1.5,0%,17%,33%,관세법인커스앤
307910,장안대학교,3.1,80,3.1,3.1,3.5,3.0,2.0,2.7,51%,47%,5%,장안
123417,환성계전(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,환성계전
337777,(주)네오엠에스,1.8,4,1.8,2.0,1.8,1.3,1.3,2.0,0%,0%,0%,네오엠에스
203504,우림토건(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,우림토건
4522,프뢰벨엔터프라이즈(주),1.6,80,1.6,1.6,1.8,1.8,1.8,1.4,8%,6%,5%,프뢰벨엔터프라이즈
135045,대덕이미지(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대덕이미지
368431,(주)티에스시스템,1.8,37,1.8,1.8,1.6,1.9,2.1,1.8,19%,22%,5%,티에스시스템
89984,무진전자(주),3.0,106,3.0,3.5,2.6,2.8,3.0,2.7,43%,48%,19%,무진
207225,삼원폴리텍(주),2.5,27,2.5,2.1,2.4,2.2,2.6,2.3,30%,38%,7%,삼원폴리텍
245260,동양부직포(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,동양부직포
463081,(주)에스와이종합건설,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,에스와이종합건설
386792,(주)대승아키종합건설,3.0,1,3.0,4.0,4.0,3.0,3.0,3.0,0%,100%,0%,대승아키종합건설
300087,금강산업엔진(유),2.5,2,2.5,2.5,2.5,2.5,3.0,2.5,50%,50%,0%,금강산업엔진
154322,디.엠항공교역(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,디.엠항공교역
391609,(주)삼척종합건설,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,삼척종합건설
391958,(주)아프리콧스튜디오,3.0,3,3.0,2.0,3.0,2.3,3.0,2.3,33%,67%,67%,아프리콧스튜디오
186824,티에이치이티오앤(주),2.6,5,2.6,3.0,1.6,2.4,3.2,2.2,20%,60%,0%,티에이치이
106930,삼진정밀공업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,삼진정밀공업
337472,(주)코르세모토트레이딩,2.0,2,2.0,2.0,1.5,2.0,2.0,1.5,0%,0%,0%,코르세모토트레이딩
437218,(주)와임,2.5,2,2.5,2.5,3.0,2.0,2.0,2.0,50%,50%,0%,와임
